,No.,name,rating,location,category,startrange,endrange,price,pricerank,"ăn vặt, ăn vặt vỉa hè","đồ ăn sáng, đồ ăn sáng vỉa hè",quán cơm văn phòng,"quán cơm bình dân, cơm mang đi",đồ ăn nhanh,"cơm, phở","đồ ăn hàn quốc, nhà hàng hàn quốc","đồ ăn nhật bản, nhà hàng nhật bản",nhà hàng,pizza,nhà hàng chay,trà sữa,cafe,"bánh ngọt, bánh sinh nhật"
2432,2432,container - lẩu chim kê & lẩu bạch tuộc khổng lồ,8.0,quận hai bà trưng,nhà hàng,50000,400000,medium,2,,,,,,,,,x,,,,,
2433,2433,lau café,7.2,quận cầu giấy,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,x,x,x,
2434,2434,ồ lẩu - lẩu các món,8.1,quận ba đình,nhà hàng,15000,250000,medium,2,,,,,,,,,x,,,,,
2435,2435,hồng kỳ quán - lẩu các loại,7.7,quận ba đình,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
2436,2436,lẩu bò trung hoa – yên phụ,7.8,quận ba đình,nhà hàng,300000,350000,medium,2,,,,,,,,,x,,,,,
2437,2437,phệ quán - lẩu 1 người & bún thái hải sản,8.4,quận hoàng mai,nhà hàng,25000,249000,medium,2,,,x,x,,x,,,x,,,,,
2438,2438,bếp cô ba - lẩu & đồ ăn vặt,8.7,quận hoàn kiếm,nhà hàng,50000,220000,medium,2,x,x,,,x,,,,x,,,,x,
2439,2439,trư quán - lẩu & nướng,8.5,quận cầu giấy,nhà hàng,145000,250000,medium,2,,,,,,,,,x,,,,,
2440,2440,quán sam - nướng & lẩu,7.4,quận hoàn kiếm,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
2441,2441,quán 7 - nướng & lẩu,7.0,quận cầu giấy,nhà hàng,120000,180000,medium,2,,,,,,,,,x,,,,,
2442,2442,nướng nhà mắm - lẩu & nướng,7.6,quận hai bà trưng,nhà hàng,50000,200000,medium,2,,,,,,,,,x,,,,,
2443,2443,my quán - lẩu & nướng,7.5,quận hai bà trưng,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
2444,2444,zô nguyễn - lẩu & nướng không khói,4.9,quận thanh xuân,nhà hàng,200000,1000000,expensive,3,,,,,,,,,x,,,,,
2445,2445,xả hận - lẩu & nướng không khói,7.6,quận hai bà trưng,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
2446,2446,nhà hàng chen - lẩu & nướng không khói,7.5,quận cầu giấy,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
2447,2447,koishi bbq - lẩu nướng không khói,7.0,quận hoàng mai,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
2448,2448,habit bbq - lẩu nướng không khói,6.9,quận cầu giấy,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
2449,2449,cô quỳnh - lẩu & nướng,8.3,quận hoàn kiếm,nhà hàng,30000,150000,medium,2,,,,,,,,,x,,,,,
2450,2450,anh thái - lẩu & nướng,8.2,quận hoàng mai,nhà hàng,50000,300000,medium,2,,,,,,,,,x,,,,,
2451,2451,"nhà sàn 141 - lẩu, đồ nướng & nhậu",9.5,quận hoàng mai,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
2452,2452,latino restaurant tapas bar,7.7,quận ba đình,nhà hàng,200000,400000,medium,2,,,,,,,,,x,,,,,
2453,2453,lão ngư chả cá,7.4,quận đống đa,nhà hàng,50000,110000,medium,2,,,,,,,,,x,,,,,
2454,2454,starbucks coffee - lan viên,7.9,quận hoàn kiếm,cafe tráng miệng,60000,150000,medium,2,,,x,,,,,,,,,x,x,
2455,2455,phở hạnh - lãn ông,6.5,quận hoàn kiếm,nhà hàng,20000,55000,cheap,1,,,,,,x,,,,,,,,
2456,2456,java crawfish - làng yên phụ,7.5,quận tây hồ,nhà hàng,30000,600000,expensive,3,,,,,,,,,x,,,,,
2457,2457,yixin - lẩu hồng kông - láng hạ,7.0,quận đống đa,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
2458,2458,yang - nhà hàng lẩu bò mỹ - láng hạ,5.7,quận ba đình,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2459,2459,trà sữa tocotoco - láng hạ,5.8,quận đống đa,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
2460,2460,trà sữa leetee - láng hạ,7.4,quận đống đa,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,,x,x,
2461,2461,tiger sugar delivery - đường nâu sữa đài loan - láng hạ,6.8,quận đống đa,cafe tráng miệng,29000,66000,cheap,1,,,x,,,,,,,,x,x,x,
2462,2462,thu hương & maian bakers - láng hạ,6.5,quận ba đình,bánh ngọt,10000,400000,medium,2,,,,,,,,,,,,,x,x
2463,2463,the duckling - vịt quay hồng kông & lẩu - láng hạ,7.1,quận ba đình,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
2464,2464,thai pattaya - láng hạ,8.0,quận ba đình,nhà hàng,220000,350000,medium,2,,,,,,,,,x,,,,,
2465,2465,t box cafe - láng hạ,7.7,quận ba đình,cafe tráng miệng,30000,50000,cheap,1,,,x,,,,,,,,,x,x,
2466,2466,quán xưa - láng hạ,7.4,quận đống đa,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
2467,2467,poeme - láng hạ,7.5,quận ba đình,bánh ngọt,10000,100000,cheap,1,,,,,,,,,,,,,x,x
2468,2468,phan - lẩu các món - láng hạ,7.3,quận đống đa,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2469,2469,nét huế - láng hạ,6.7,quận đống đa,nhà hàng,35000,55000,cheap,1,,,,,,,,,x,,,,,
2470,2470,nét huế - láng hạ,7.0,quận đống đa,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
2471,2471,mokchang - đồ ăn hàn quốc - láng hạ,7.7,quận đống đa,nhà hàng,19000,299000,medium,2,x,,,,,,,,,,,,,
2472,2472,mokchang chicken - shop online - láng hạ,7.9,quận đống đa,delivery,50000,200000,medium,2,,,,,,,,,,,,,,
2473,2473,mì hàn quốc - láng hạ,7.4,quận ba đình,nhà hàng,100000,220000,medium,2,x,x,,x,,,x,,,,,,,
2474,2474,miele pane - bánh ngọt mì & xôi - láng hạ,7.1,quận ba đình,ăn vặt vỉa hè,10000,40000,cheap,1,,x,,x,,,,,,,,,x,
2475,2475,meiwei - trung hoa mỹ vị - láng hạ,7.4,quận đống đa,nhà hàng,29000,699000,expensive,3,,,,,,,,,x,,,,,
2476,2476,lẩu phan - láng hạ,7.6,quận đống đa,nhà hàng,130000,200000,medium,2,,,,,,,,,x,,,,,
2477,2477,lẩu dê khô thu béo - láng hạ,7.4,quận ba đình,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
2478,2478,kem tràng tiền - láng hạ,5.3,quận đống đa,cafe tráng miệng,8000,30000,cheap,1,,,x,,,,,,,,,,x,
2479,2479,kampong chicken - láng hạ,7.4,quận ba đình,nhà hàng,30000,89000,cheap,1,,,,,,,,,x,,,,,
2480,2480,cowboy jack’s 500 pizzeria - láng hạ,7.8,quận đống đa,nhà hàng,300000,350000,medium,2,,,,,,,,,x,,,,,
2481,2481,coco fresh tea & juice - láng hạ,7.6,quận đống đa,cafe tráng miệng,25000,60000,cheap,1,,,,,,,,,,,,,x,
2482,2482,coca restaurant - nhà hàng lẩu thái - láng hạ,8.0,quận ba đình,nhà hàng,250000,400000,medium,2,,,,,,,,,x,,,,,
2483,2483,bún chả hương liên - láng hạ,6.9,quận đống đa,nhà hàng,40000,85000,cheap,1,,,x,x,,x,,,,,,,,
2484,2484,buk buk - nhà hàng nướng đường phố - láng hạ,5.6,quận đống đa,nhà hàng,99000,250000,medium,2,,,,,,,,,x,,,,,
2485,2485,bánh tráng cuốn thịt heo hoàng bèo - láng hạ,6.3,quận đống đa,nhà hàng,30000,100000,cheap,1,x,,,,,,,,,,,,x,
2486,2486,bánh mì minh nhật - láng hạ,6.3,quận đống đa,ăn vặt vỉa hè,30000,60000,cheap,1,,x,,x,,,,,,,,,x,
2487,2487,bánh cuốn gia an - láng hạ,5.8,quận đống đa,nhà hàng,30000,50000,cheap,1,,x,x,,,,,,,,,,x,
2488,2488,bami king - bánh mì bò nướng - láng hạ,7.0,quận đống đa,ăn vặt vỉa hè,29000,35000,cheap,1,,x,,x,,,,,x,,,,x,
2489,2489,bami bread - láng hạ,7.6,quận đống đa,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
2490,2490,al fresco’s - láng hạ,8.4,quận ba đình,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
2491,2491,starbucks coffee - landmark 72,7.7,quận nam từ liêm,cafe tráng miệng,60000,150000,medium,2,,,x,,,,,,,,,x,x,
2492,2492,đồng việt - lâm du,7.6,quận long biên,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
2493,2493,la fleur tea & dessert cafe,7.7,quận hoàn kiếm,cafe tráng miệng,50000,500000,expensive,3,,,x,,,,,,,,,x,x,
2494,2494,vịt 29 - lạc trung,4.9,quận hai bà trưng,nhà hàng,50000,300000,medium,2,,,,,,,,,x,,,,,
2495,2495,poeme - lạc trung,7.4,quận hai bà trưng,bánh ngọt,20000,200000,medium,2,,,,,,,,,,,,,x,x
2496,2496,phở thanh hà - lạc trung,6.8,quận hai bà trưng,nhà hàng,35000,55000,cheap,1,,,,,,x,,,,,,,,
2497,2497,nguyễn sơn bakery - lạc trung,7.1,quận hai bà trưng,bánh ngọt,10000,300000,medium,2,,,,,,,,,,,,,x,x
2498,2498,nét huế - lạc trung,7.8,quận hai bà trưng,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
2499,2499,my healthy corner - shop online - lạc trung,6.7,quận hai bà trưng,delivery,35000,70000,cheap,1,,,,,,,,,,,,,,
2500,2500,mr good tea - lạc trung,7.6,quận hai bà trưng,cafe tráng miệng,20000,40000,cheap,1,,,,,,,,,,,,,x,
2501,2501,kombo - cơm niêu singapore - lạc trung,6.9,quận hai bà trưng,nhà hàng,59000,79000,cheap,1,,x,x,x,,,,,x,,,,,
2502,2502,kem tràng tiền - lạc trung,7.5,quận hai bà trưng,cafe tráng miệng,7000,25000,cheap,1,,,x,,,,,,,,,,x,
2503,2503,bún ốc sườn cô sáu - lạc trung,6.6,quận hai bà trưng,nhà hàng,30000,35000,cheap,1,x,,x,x,,x,,,,,,,,
2504,2504,bếp nhà bun - chân gà sả ớt online - lạc trung,8.3,quận hai bà trưng,delivery,90000,100000,cheap,1,,,,,,,,,x,,,,,
2505,2505,trà sữa hefkcha - lạc long quân,6.2,quận tây hồ,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
2506,2506,time coffee - lạc long quân,7.2,quận tây hồ,cafe tráng miệng,18000,38000,cheap,1,,,x,,,,,,,,,x,x,
2507,2507,royaltea - lạc long quân,10.0,quận tây hồ,cafe tráng miệng,30000,60000,cheap,1,,,,,,,,,,,,,x,
2508,2508,poeme - lạc long quân,7.6,quận tây hồ,bánh ngọt,50000,500000,expensive,3,,,,,,,,,,,,,x,x
2509,2509,pilot restaurant & bar - lạc long quân,7.8,quận tây hồ,nhà hàng,300000,400000,medium,2,,,,,,,,,x,,,,,
2510,2510,phúc thành - lạc long quân,7.8,quận tây hồ,nhà hàng,250000,300000,medium,2,,,,,,,,,x,,,,,
2511,2511,pepperonis delivery outlet - lạc long quân,6.3,quận tây hồ,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
2512,2512,ohcha - lạc long quân,7.6,quận tây hồ,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
2513,2513,lẩu cua đồng 685 - lạc long quân,7.0,quận tây hồ,nhà hàng,150000,170000,medium,2,,,,,,,,,x,,,,,
2514,2514,kichi kichi lẩu băng chuyền - lạc long quân,9.1,quận tây hồ,nhà hàng,149000,220000,medium,2,,,,,,,,,x,,,,,
2515,2515,hải sản cát lục thuỷ - lạc long quân,7.4,quận tây hồ,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
2516,2516,bánh rán 160 - lạc long quân,6.8,quận tây hồ,ăn vặt vỉa hè,10000,50000,cheap,1,,,,,,,,,,,,,x,
2517,2517,sơn ca - lạc chính,6.0,quận ba đình,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
2518,2518,le jardin - vườn salad - la casa hanoi hotel,8.0,quận hai bà trưng,nhà hàng,80000,500000,expensive,3,,,,,,,,,x,x,,,,
2519,2519,la cà quán – núi trúc,7.0,quận ba đình,nhà hàng,250000,300000,medium,2,,,,,,,,,x,,,,,
2520,2520,hải sản bách hỷ - kđt đại kim,7.4,quận hoàng mai,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
2521,2521,vương quốc gà - kđt xa la,7.0,quận hà đông,nhà hàng,100000,200000,medium,2,x,,,,,,,,x,,,,,
2522,2522,lẩu nướng songhan bbq - kđt xa la,7.6,quận hà đông,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
2523,2523,bún bò huế ngự uyển - kđt xa la,7.5,quận hà đông,nhà hàng,25000,60000,cheap,1,,,x,x,,x,,,x,,,,,
2524,2524,domino's pizza - kđt văn phú,9.7,quận hà đông,nhà hàng,50000,500000,expensive,3,,,,,,,,,,x,,,,
2525,2525,song cầm quán - kđt tây nam linh đàm,7.2,quận hoàng mai,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
2526,2526,bami sot - bánh mì đen - kđt tây nam linh đàm,7.1,quận hoàng mai,ăn vặt vỉa hè,15000,40000,cheap,1,,x,,x,,,,,,,,,x,
2527,2527,don chicken - kđt mon city,7.5,quận nam từ liêm,nhà hàng,50000,300000,medium,2,,,,,,,,,x,,,,,
2528,2528,lăng+ - kđt mỗ lao,7.2,quận hà đông,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
2529,2529,gimbab hàn quốc - kđt mộ lao,6.0,quận hà đông,nhà hàng,80000,100000,cheap,1,x,,,,,,x,,,,,,,
2530,2530,gà tươi mạnh hoạch - kđt mới trung văn,7.1,quận nam từ liêm,nhà hàng,75000,190000,medium,2,,,,,,,,,x,,,,,
2531,2531,vịt 34 - kđt mới tây nam,8.2,quận hoàng mai,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
2532,2532,dê núi hà giang - kđt mới cầu giấy,7.6,quận cầu giấy,nhà hàng,200000,250000,medium,2,,,,,,,,,x,,,,,
2533,2533,meat plus - no.1 korea bbq - kđt mễ trì hạ,7.9,quận nam từ liêm,nhà hàng,50000,1080000,extravagant,4,,,,,,,,,x,,,,,
2534,2534,fenghuang - kđt linh đàm,8.2,quận hoàng mai,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
2535,2535,nét việt - kđt kim văn kim lũ,7.4,quận hoàng mai,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
2536,2536,spicy bowl - kđt five star,8.0,quận nam từ liêm,nhà hàng,80000,150000,medium,2,,,,,,,,,x,,,,,
2537,2537,gp cỗ quán - kđt dương nội,7.6,quận hà đông,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
2538,2538,nét huế - kđt dịch vọng hậu,7.6,quận cầu giấy,nhà hàng,50000,150000,medium,2,,,,,,,,,x,,,,,
2539,2539,bánh mì minh nhật - kđt bắc linh đàm,4.9,quận hoàng mai,ăn vặt vỉa hè,30000,50000,cheap,1,,x,,x,,,,,,,,,x,
2540,2540,the sécond coffee - kosmo tây hồ,8.8,quận tây hồ,cafe tráng miệng,30000,100000,cheap,1,,,x,,,,,,,,,x,x,
2541,2541,cheong hak gol - korean traditional restaurant,9.6,quận thanh xuân,nhà hàng,89000,499000,expensive,3,,,,,,,,,x,,,,,
2542,2542,rak'n wok - korean restaurant,6.8,quận ba đình,nhà hàng,200000,500000,expensive,3,,,,,,,,,x,,,,,
2543,2543,passion - korean food & coffee,7.3,quận hà đông,cafe tráng miệng,20000,80000,cheap,1,,,x,,,,,,,,,x,x,
2544,2544,kone cafe,7.9,quận đống đa,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,x,x,
2545,2545,komhome – nguyễn phong sắc,7.0,quận cầu giấy,nhà hàng,60000,150000,medium,2,,,,,,,,,x,,,,,
2546,2546,komhome – lê văn thiêm,7.0,quận thanh xuân,nhà hàng,60000,150000,medium,2,,,,,,,,,x,,,,,
2547,2547,"tổ - koffie, thee & honey",7.2,quận ba đình,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,x,x,x,
2548,2548,kisu sushi,7.4,quận hoàn kiếm,nhà hàng,50000,200000,medium,2,,,,,,,,x,,,,,,
2549,2549,kisu baober,8.0,quận cầu giấy,nhà hàng,40000,150000,medium,2,,,,,,,,,x,,,,,
2550,2550,king bbq – hoàng đạo thúy,8.0,quận cầu giấy,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
2551,2551,king bbq – giảng võ,8.0,quận ba đình,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
2552,2552,king bbq deli – vincom bà triệu,8.0,quận hai bà trưng,nhà hàng,200000,400000,medium,2,,,,,,,,,x,,,,,
2553,2553,king bbq nhà hàng mipec – tây sơn,8.0,quận đống đa,nhà hàng,250000,350000,medium,2,,,,,,,,,x,,,,,
2554,2554,tamaya japanese restaurant - kim đồng,8.0,quận hoàng mai,nhà hàng,140000,500000,expensive,3,,,,,,,,,x,,,,,
2555,2555,pizza express - kim đồng,5.2,quận hoàng mai,nhà hàng,50000,150000,medium,2,,,,,,,,,,x,,,,
2556,2556,nhà hàng a1 restaurant - kim đồng,7.4,quận hoàng mai,nhà hàng,180000,200000,medium,2,,,,,,,,,x,,,,,
2557,2557,kombo - cơm niêu singapore - kim đồng,6.3,quận hoàng mai,nhà hàng,30000,100000,cheap,1,,x,x,x,,,,,x,,,,,
2558,2558,bún bò huế ngự uyển - kim đồng,6.9,quận hoàng mai,nhà hàng,25000,60000,cheap,1,,,x,x,,x,,,x,,,,,
2559,2559,anh hòa bakery & coffee - kim đồng,6.8,quận hoàng mai,bánh ngọt,5000,500000,expensive,3,,,x,,,,,,,,,x,x,
2560,2560,hoàng bèo - đặc sản đà nẵng - kim ngưu,8.6,quận hai bà trưng,nhà hàng,30000,60000,cheap,1,,,,,,,,,x,,,,,
2561,2561,chick garden - chè khoai dẻo - kim ngưu,7.1,quận hai bà trưng,cafe tráng miệng,48000,174000,medium,2,,,x,,,,,,,,x,x,x,
2562,2562,vua gà tươi - kim mã,7.6,quận ba đình,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
2563,2563,vua gà nướng - kim mã,7.0,quận ba đình,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
2564,2564,vinh tẩm - chocolate & more - kim mã,7.1,quận ba đình,bánh ngọt,25000,250000,medium,2,,,,,,,,,,,,,x,
2565,2565,sữa chua hộp - kim mã thượng,7.0,quận ba đình,ăn vặt vỉa hè,2000,10000,cheap,1,,,,,,,,,,,,,x,x
2566,2566,the coffee house - kim mã,7.6,quận ba đình,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
2567,2567,taraumi - kim mã,7.6,quận ba đình,nhà hàng,100000,350000,medium,2,,,,,,,,,x,,,,,
2568,2568,taco zone - kim mã,7.4,quận ba đình,nhà hàng,80000,100000,cheap,1,,,,,,,,,x,,,,,
2569,2569,soya garden - kim mã,7.0,quận ba đình,cafe tráng miệng,31000,69000,cheap,1,,,x,,,,,,,,x,x,x,
2570,2570,rice home - kim mã,7.0,quận ba đình,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2571,2571,pizza hut - kim mã,7.0,quận ba đình,nhà hàng,40000,165000,medium,2,,,,,,,,,,x,,,,
2572,2572,pizza home - kim mã,4.8,quận ba đình,nhà hàng,80000,200000,medium,2,,,,,,,,,,x,,,,
2573,2573,nhà hàng 124 - kim mã,8.2,quận ba đình,nhà hàng,500000,900000,expensive,3,,,,,,,,,x,,,,,
2574,2574,nguyễn sơn bakery - kim mã,7.2,quận ba đình,bánh ngọt,30000,220000,medium,2,,,,,,,,,,,,,x,x
2575,2575,maxi burger - kim mã,7.0,quận ba đình,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2576,2576,lẩu dê khô thu béo - kim mã,7.6,quận ba đình,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2577,2577,korea house - đồ ăn hàn quốc - kim mã,7.1,quận ba đình,nhà hàng,30000,200000,medium,2,x,,,,,,,,,,,,,
2578,2578,kimbap hàn quốc - kim mã,7.1,quận ba đình,nhà hàng,30000,100000,cheap,1,x,,,,,,,,,,,,,
2579,2579,izakaya yancha - ẩm thực nhật bản - kim mã,7.6,quận ba đình,nhà hàng,200000,500000,expensive,3,,,,,,,,,x,,,,,
2580,2580,izakaya yancha - kim mã,7.6,quận ba đình,nhà hàng,300000,500000,expensive,3,,,,,,,,,x,,,,,
2581,2581,hương lan bakery - kim mã,7.3,quận ba đình,bánh ngọt,5000,100000,cheap,1,,,,,,,,,,,,,x,x
2582,2582,highway4 - kim mã,7.0,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
2583,2583,gyu-kaku japanese bbq - kim mã,7.2,quận ba đình,nhà hàng,100000,500000,expensive,3,,,,,,,,,x,,,,,
2584,2584,gyu-kaku - kim mã,7.6,quận ba đình,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
2585,2585,food center - kim mã,7.3,quận ba đình,nhà hàng,100000,400000,medium,2,,,,,,,,,x,,,,,
2586,2586,cơm tấm sườn to - kim mã,6.1,quận ba đình,nhà hàng,30000,44000,cheap,1,,x,x,x,,,,,x,,,,,
2587,2587,cơm tấm sài gòn út thắng - kim mã,6.4,quận ba đình,nhà hàng,30000,70000,cheap,1,,x,x,x,,,,,x,,,,,
2588,2588,cơm 123 - kim mã,6.6,quận ba đình,nhà hàng,30000,55000,cheap,1,,x,x,x,,,,,x,,,,,
2589,2589,cô lê - nem nướng nha trang - kim mã,7.1,quận ba đình,nhà hàng,10000,210000,medium,2,,,,,,,,,x,,,,,
2590,2590,chả cá ngon hà nội - kim mã,7.0,quận ba đình,nhà hàng,180000,200000,medium,2,,,,,,,,,x,,,,,
2591,2591,bếp nhà bun - chân gà sả ớt online - kim mã,7.1,quận ba đình,delivery,30000,90000,cheap,1,,,,,,,,,x,,,,,
2592,2592,quẩy đùi gà - kim liên,7.1,quận đống đa,ăn vặt vỉa hè,15000,50000,cheap,1,,,,,,,,,x,,,,,
2593,2593,royaltea - trà sữa hồng kông - kim giang,7.2,quận thanh xuân,cafe tráng miệng,30000,70000,cheap,1,,,x,,,,,,,,,x,x,
2594,2594,phương - ốc hải phòng - kim giang,7.1,quận thanh xuân,ăn vặt vỉa hè,15000,55000,cheap,1,x,,,,,,,,,,,,,
2595,2595,food & drinks center - kim giang,7.6,quận thanh xuân,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
2596,2596,nhà kho 247 - khu đô thị văn quán,7.5,quận hà đông,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,x,x,x,
2597,2597,chè nam đồng - khu tập thể thành công,7.1,quận ba đình,ăn vặt vỉa hè,15000,20000,cheap,1,x,x,,,x,,,,,,,,x,
2598,2598,chè dừa thái lan 365 - khương đình,7.6,quận thanh xuân,ăn vặt vỉa hè,15000,20000,cheap,1,x,x,,,x,,,,,,,,x,
2599,2599,bia đức trọc - khương đình,7.0,quận thanh xuân,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
2600,2600,thúy an - xoài cóc bao tử & đồ ăn vặt online - khương trung,8.6,quận thanh xuân,delivery,10000,160000,medium,2,x,x,,,x,,,,,,,,x,
2601,2601,teen food - món ăn ngon & sạch - khương trung,7.5,quận thanh xuân,nhà hàng,5000,50000,cheap,1,,,,,,,,,x,,,,,
2602,2602,cơm ngũ vị - khương trung mới,6.4,quận thanh xuân,nhà hàng,40000,50000,cheap,1,,x,x,x,,,,,x,,,,,
2603,2603,gà rán tok tok - shop online - khương trung,6.6,quận thanh xuân,delivery,40000,150000,medium,2,,,,,x,,,,x,,,,,
2604,2604,chè bát phố cổ - khương trung,7.1,quận thanh xuân,nhà hàng,15000,35000,cheap,1,,,,,,,,,x,,,,,
2605,2605,chai talay - khương trung,7.8,quận thanh xuân,nhà hàng,120000,150000,medium,2,,,,,,,,,x,,,,,
2606,2606,b59 coffee - khương trung,7.3,quận thanh xuân,cafe tráng miệng,20000,35000,cheap,1,,,x,,,,,,,,,x,x,
2607,2607,bánh ngọt emoji - bông lan trứng muối & đồ uống online - khương thượng,8.2,quận đống đa,delivery,15000,120000,medium,2,x,,x,,,x,,,x,x,x,,x,x
2608,2608,potato king - thế giới gà & khoai - khương thượng,9.4,quận đống đa,delivery,40000,200000,medium,2,,,,,,,,,x,,,,,
2609,2609,cô lê - nem nướng nha trang - khương thượng,6.0,quận đống đa,nhà hàng,15000,50000,cheap,1,,,,,,,,,x,,,,,
2610,2610,trà sữa feeling tea - khương hạ,6.6,quận thanh xuân,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,x,x,
2611,2611,bánh mì b+ - khương hạ,7.1,quận thanh xuân,ăn vặt vỉa hè,15000,50000,cheap,1,,x,,x,,,,,,,,,x,
2612,2612,the alley - trà sữa đài loan - khúc thừa dụ,6.5,quận cầu giấy,cafe tráng miệng,41000,70000,cheap,1,,,x,,,,,,,,,x,x,
2613,2613,poeme - khúc thừa dụ,7.4,quận cầu giấy,bánh ngọt,50000,300000,medium,2,,,,,,,,,,,,,x,x
